source,comment
1917,"마지막저질주장면은영화사에남을장면.. 흔한전쟁영화인줄알았는데아니였고보는순간의몰입도가장난아님..영화보면서몇번을소름돋고울컥했는지모르겠네간만에영화제대로봐서좋았음. 질주씬은배우가너무고생한다는느낌이저절로든다...얼굴자세히보면진짜처절하게앞만보고간다..진짜대단한영화...ost도미쳤고..배우들연기도대단함..용산아이맥스중앙에서봤는데진짜내가태어나서지금까지영화관에서2시간동안내내숨죽이면서본영화는최초임.마지막클라이스장면에서는말을잇지못한다...또보고싶긴하지만너무짠해서한번밖에못보겟음..좋은영화는한번제대로봐야진짜최고다...전쟁은진짜일어나면안됨 1:20브금나올때진짜소름돋네 그마지막장면대대장찾으러갈때나만애가탓나?너무긴박하게느낌 2:03이장면진짜개소름이였음.. 이건진짜imax로바야댐진짜로달리는장면에셔입벌리고봄 후반부돌격씬은정말영화상에길이남을명장면이었음ㄷㄷㄷㄷㄷ 전쟁은누굴위한것인가...진짜마지막에깊은고민에빠져눈물만흘림 님들무조건아이맥스로보셈진짜몰입쩜ㄹㅇ 영화의편집된부분이2~3장면밖에없었는데겁나몰입감이장난아니였다...ㄹㅇ하나도안졸림어떻게몰입감이좋지? 방금보고왔는데진짜강추에요!!전투장면이많이없는데도몰입감쩌는전쟁영화는처음인듯 와...이런대작을제치고기생충이...대박! 긴장감장난아니고카메라무빙이랑연출이수준급이였음.근데어지러워하는사람도있었음멀미자주하는사람은조금염두에둬도좋을듯난개꿀잼이었음 마지막질주장면도인상깊었지만시가지에서총알을피하는장면또한굉장히인상깊었음. 예고편에서너무많이보여주는데..... 아니최초개봉도아니고한국개봉한지한달지났다왜아직도못보냐ㅜㅜ코로나때문에영화관안가고기다렸는데돈내고살테니까유튜브든어디서든좀팔아이것들아!!! 플레어신황홀경그자체. 무조건4dx로봐야함진짜미친영화 꽤긴장감이있긴했는데개인적으로1917보다덩케르크가더내용도깊고재미있었음 적은바로시간이었다라.....크으가슴울리네 아이맥스영화꼭추천...코로나아니었으면이영화더대박났을걸...내기준전쟁영화역대1위임.. ㄹㅇ샘멘데스는슬픈장면없이감정을터트리는방법을아는사람이다 이게동양권에서나온영화였으면이게탔을거다... 포드페라리영화관에서놓쳐서분했는데이건꼭보러간다 예고편봐서는...재밌는지모르겟는데후기도상당히좋고평점도높고상도많이받은거보면예고편만그저그렇고영화는재밌나보네요..믿고,오늘보러갑니다 아존나재밋다 조회수가88만인데댓글이.. 기생충이랑게임이안되는데 어제아이맥스로보고왔습니다아이맥스로보는걸추천합니다 판도라느낌이다 예고편으로는이영화를담을수가없네 내가저질주장면만돌려봤는데대박임 내일모레보러가야지 그냥봐 인기많았으면좋겠네좋은작품 참호볼때나호루라기소리들을때배필1생각좀났음.. 왜1917출시일이2012년이지;; 명작으로길이남았어요 영화는좀노잼이였는데마지막돌격씬은진짜전율그자체 저도봐야겠어요 베틀필드게임생각나네. 완벽한전쟁영화를볼려면1917를보라 오늘보고왔는데너무잘보고왔어요몰입감최고에너무슬펐어요ㅠㅠ 마지막에돌격장면에서같이달리고싶은거저만그런거임? Ostiamapoorwayfaringstranger 1972년....뭐야!이거아니잖나 닥치고아이맥스임이건무조건일반관볼생각이면차라리DVD방가셈 문명하는사람이라면꼭봐야하는영화 영화보다예고편이더재밌네"
